Year,Month,Day,Date,Volume,Open,High,Low,Close,Predicted_Close
2013,1,2,2013-01-02,101550348,18.003503799438477,18.193193435668945,17.931682586669922,18.099348068237305,
2013,1,3,2013-01-03,92635272,18.14139175415039,18.316566467285156,18.036035537719727,18.109859466552734,
2013,1,4,2013-01-04,110429460,18.251752853393555,18.55530548095703,18.2102108001709,18.46771812438965,
2013,1,7,2013-01-07,66161772,18.40465545654297,18.503002166748047,18.28278350830078,18.387136459350586,
2013,1,8,2013-01-08,66976956,18.406906127929688,18.425926208496094,18.12887954711914,18.35085105895996,
2013,1,9,2013-01-09,80907012,18.325075149536133,18.47722625732422,18.233232498168945,18.471471786499023,
2013,1,10,2013-01-10,73354572,18.589338302612305,18.643644332885742,18.35585594177246,18.55555534362793,
2013,1,11,2013-01-11,51356592,18.56856918334961,18.579328536987305,18.425926208496094,18.518268585205078,
2013,1,14,2013-01-14,114441444,18.443443298339844,18.57357406616211,18.076826095581055,18.099348068237305,
2013,1,15,2013-01-15,156950892,18.001251220703125,18.39339256286621,17.82032012939453,18.14139175415039,
2013,1,16,2013-01-16,80855064,18.07807731628418,18.12662696838379,17.859609603881836,17.897647857666016,18.852627
2013,1,17,2013-01-17,88371540,17.960710525512695,18.009008407592773,17.793292999267578,17.800800323486328,18.716566
2013,1,18,2013-01-18,128942928,17.776777267456055,17.837087631225586,17.550800323486328,17.630380630493164,18.601439
2013,1,22,2013-01-22,151544304,17.63413429260254,17.651151657104492,17.405405044555664,17.589338302612305,18.495882
2013,1,23,2013-01-23,236127636,18.418167114257812,18.743743896484375,18.413162231445312,18.556055068969727,18.449423
2013,1,24,2013-01-24,135172692,18.549549102783203,18.93968963623047,18.531280517578125,18.87412452697754,18.342262
2013,1,25,2013-01-25,88946964,18.78803825378418,18.980981826782227,18.7750244140625,18.860610961914062,18.38605
2013,1,28,2013-01-28,65018916,18.81281280517578,18.90890884399414,18.715965270996094,18.787036895751953,18.61067
2013,1,29,2013-01-29,69814116,18.687437057495117,18.94269371032715,18.68218231201172,18.86086082458496,18.732895
2013,1,30,2013-01-30,69250680,18.862361907958984,19.04279327392578,18.84159278869629,18.864614486694336,18.934267
2013,1,31,2013-01-31,65302632,18.781532287597656,18.95945930480957,18.7750244140625,18.911161422729492,18.876842
2013,2,1,2013-02-01,149694156,18.973974227905273,19.43443489074707,18.971471786499023,19.409408569335938,18.875751
2013,2,4,2013-02-04,121498380,19.21146011352539,19.281030654907227,18.975725173950195,18.99449348449707,19.242682
2013,2,5,2013-02-05,74753172,19.04729652404785,19.297046661376953,19.005756378173828,19.162662506103516,19.39997
2013,2,6,2013-02-06,83040876,18.995746612548828,19.34334373474121,18.981481552124023,19.273523330688477,19.470154
2013,2,7,2013-02-07,113494392,19.261762619018555,19.4897403717041,19.15665626525879,19.368118286132812,19.549911
2013,2,8,2013-02-08,120683196,19.52277374267578,19.68643569946289,19.508508682250977,19.65390396118164,19.62551
2013,2,11,2013-02-11,86625288,19.47947883605957,19.594594955444336,19.363113403320312,19.580080032348633,19.595892
2013,2,12,2013-02-12,74285640,19.563312530517578,19.71721649169922,19.503753662109375,19.537036895751953,19.788683
2013,2,13,2013-02-13,47880072,19.52277374267578,19.65340232849121,19.518768310546875,19.59109115600586,20.023373
2013,2,14,2013-02-14,69342588,19.51276206970215,19.738237380981445,19.463714599609375,19.7152156829834,19.879536
2013,2,15,2013-02-15,109082808,19.70470428466797,19.851350784301758,19.69644546508789,19.842092514038086,20.048256
2013,2,19,2013-02-19,117154728,19.91967010498047,20.195194244384766,19.901901245117188,20.19144058227539,20.045635
2013,2,20,2013-02-20,110457432,20.152652740478516,20.24449348449707,19.814565658569336,19.831331253051758,20.154331
2013,2,21,2013-02-21,140115744,19.969970703125,20.15640640258789,19.80030059814453,19.908157348632812,20.39515
2013,2,22,2013-02-22,82073844,20.001501083374023,20.051300048828125,19.864864349365234,20.01276206970215,20.377924
2013,2,25,2013-02-25,92063844,20.077577590942383,20.230480194091797,19.782032012939453,19.789039611816406,20.431992
2013,2,26,2013-02-26,88011900,19.894895553588867,19.918668746948242,19.629629135131836,19.77302360534668,20.460909
2013,2,27,2013-02-27,80962956,19.889890670776367,20.13888931274414,19.797548294067383,20.014514923095703,20.384085
2013,2,28,2013-02-28,90541368,20.047548294067383,20.194944381713867,20.045795440673828,20.050050735473633,20.450779
